#SVC model inputs for imdb_absa_classifier
#multi-class C:0.05
#binary C:1.8
id	class	binary_class	genre_Adventure	genre_Comedy	genre_Drama	genre_Fantasy	genre_Sci_Fi	mean_review_polarity	Action_very_negative	Action_negative	Action_neutral	Action_positive	Action_very_positive	Audience_very_negative	Audience_negative	Audience_neutral	Audience_positive	Audience_very_positive	Audio_very_negative	Audio_negative	Audio_neutral	Audio_positive	Audio_very_positive	Cast_very_negative	Cast_negative	Cast_neutral	Cast_positive	Cast_very_positive	Comparison_very_negative	Comparison_negative	Comparison_neutral	Comparison_positive	Comparison_very_positive	Direction_very_negative	Direction_negative	Direction_neutral	Direction_positive	Direction_very_positive	Effects_very_negative	Effects_negative	Effects_neutral	Effects_positive	Effects_very_positive	Emotion_very_negative	Emotion_negative	Emotion_neutral	Emotion_positive	Emotion_very_positive	General_very_negative	General_negative	General_neutral	General_positive	General_very_positive	Message_very_negative	Message_negative	Message_neutral	Message_positive	Message_very_positive	Other_very_negative	Other_negative	Other_neutral	Other_positive	Other_very_positive	Overall_very_negative	Overall_negative	Overall_neutral	Overall_positive	Overall_very_positive	Scene_very_negative	Scene_negative	Scene_neutral	Scene_positive	Scene_very_positive	Story_very_negative	Story_negative	Story_neutral	Story_positive	Story_very_positive	None_none	Action_mean	Audience_mean	Audio_mean	Cast_mean	Comparison_mean	Direction_mean	Effects_mean	Emotion_mean	General_mean	Message_mean	Other_mean	Overall_mean	Scene_mean	Story_mean	None_mean 
315	2	0	1	-1	-1	-1	1	0.37944999999999995	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.7717	0.0	0.943	0.21075	0.0	0.7227666666666668	0.943	0.0	0.14121666666666674	0.0	0.749	0.0	0.0	0.3182	0.14233333333333334
316	2	0	1	-1	-1	-1	1	0.02764782608695651	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	4	0.0	0.6369	0.0	-0.28673333333333334	0.886	0.262125	0.0	0.0	0.25	0.0	-0.33340000000000003	0.0	0.0	-0.01626666666666669	-0.202725
317	2	0	1	-1	-1	-1	1	0.05503749999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.6249	-0.8444	0.25	0.0	0.0	0.6293	0.0	0.0	-0.10975000000000001	0.0
318	2	0	1	-1	-1	-1	1	0.218730303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	9	0.0	0.0	0.0	0.16525	0.3054	0.65556	0.3953	0.0	0.10864999999999998	0.0	-0.05135	0.0	0.0	0.15836	0.09637777777777776
319	2	0	1	-1	-1	-1	1	0.1562083333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0	0.0	0.0	-0.5173	0.7506	0.5574	-0.5173	0.0	0.0	0.6983	0.0	0.0	0.0	-0.5173	0.43135
320	2	0	1	-1	-1	-1	1	0.14501470588235296	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	3	4	2	2	0	2	0.17020000000000002	0.0	0.0	0.41284	0.2732	-0.03913333333333333	0.0	0.0	0.441075	0.0	-0.631	0.0	0.12765	0.03696363636363637	0.07470000000000002
321	2	0	1	-1	-1	-1	1	-0.2192222222222222	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0.0	-0.4433666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7003	0.019133333333333336
322	2	0	1	-1	-1	-1	1	0.07836363636363634	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0.0	0.0	-0.4767	0.38833333333333336	0.0	0.6597	0.0	0.0	-0.45215000000000005	0.0	0.0	0.0	-0.4973	0.0	0.30519999999999997
323	2	0	1	-1	-1	-1	1	0.33008571428571426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.4019	0.0	0.29744000000000004	0.0	0.0	0.0	0.0	0.4215	0.0
324	2	0	1	-1	-1	-1	1	0.010824999999999987	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	-0.4767	0.0	0.0	0.6249	0.6597	0.0	0.4019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1542714285714286
325	2	0	1	-1	-1	-1	1	0.1816833333333333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	3	0.0	0.0	0.3182	-0.4074	0.0	0.25916249999999996	0.0	-0.5499	0.6369	0.6124	0.0	0.0	0.3182	0.009960000000000014	0.35979999999999995
326	2	0	1	-1	-1	-1	1	0.12636842105263157	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	2	0	12	0.08275	0.0	0.0	0.2894666666666667	0.25930000000000003	0.0	0.0	0.0	0.4215	0.0	0.2782	0.0	0.0	-0.030590000000000006	0.07445
327	2	0	1	-1	-1	-1	1	0.07968571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21268571428571428	0.2881	0.0	0.0	0.0	0.0	0.023910526315789476
328	2	0	1	-1	-1	-1	1	-0.01297222222222222	0	0	1	0	0	0	2	1	0	0	0	3	0	0	1	1	3	1	0	0	0	0	4	0	0	0	4	3	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	1	1	0	0	1	1	1	3	0	28	-0.6124	-0.010099999999999998	-0.3793	0.17637999999999998	-0.044475	-0.03555714285714286	0.20095	0.0	-0.08895	0.0	0.005133333333333323	0.0	-0.05135	0.23750000000000002	-0.018224999999999998
329	2	0	1	-1	-1	-1	1	0.1942777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	1	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	2	0	3	0.0	0.0	0.0	0.0	0.0	0.3038857142857143	0.7408999999999999	0.0	-0.22480000000000003	0.0	0.0	0.0	0.17764999999999997	0.27566666666666667	0.07836666666666665
330	2	0	1	-1	-1	-1	1	-0.07052352941176473	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007849999999999987	0.0	0.0	0.0	0.0	-0.6124	-0.0704
331	2	0	1	-1	-1	-1	1	-0.08769166666666667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	-0.21625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7579	0.6249	0.0	0.0	-0.4325	0.31245	-0.22640000000000002
332	2	0	1	-1	-1	-1	1	0.019384482758620696	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	2	2	1	0	0	2	3	1	0	4	3	1	0	0	0	0	0	0	0	0	0	2	0	0	4	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	4	0	0	12	0.6853	0.0	0.4215	0.1789888888888889	0.41825	-0.3182625	0.0	0.021900000000000003	0.010700000000000003	0.0	0.2202	0.0	0.4927	-0.310775	-0.06730833333333335
334	2	0	1	-1	-1	-1	1	0.21875	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	7	0.4404	0.0	0.0	0.0	0.0	0.0	0.6945	0.0	-0.016	0.0	0.6249	0.0	0.019250000000000017	0.20796000000000006	0.09048571428571428
335	2	0	1	-1	-1	-1	1	0.3673944444444445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0.0	0.0	0.0	0.8176	0.0	0.27140000000000003	0.8176	0.5984	-0.0387	0.7906	0.0	0.0	0.708	0.4088	0.1531
336	2	0	1	-1	-1	-1	1	0.2934142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	1	2	0.0	0.0	0.0	0.1298	0.0	0.5497333333333333	0.6781999999999999	0.1298	0.5610333333333334	-0.21075	0.0	0.0	0.5719	0.037849999999999995	0.41795
337	2	0	1	-1	-1	-1	1	0.02581818181818182	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	-0.7579	0.0	0.0	0.3612	0.0	0.0	0.0	0.0	-0.5267	0.0	0.0	0.0	0.0	-0.0516	0.10732
338	2	0	1	-1	-1	-1	1	0.19795294117647055	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	0.4215	0.0	0.0	-0.2144	0.0	0.0	0.0	0.0	0.23552	0.0	0.0	0.0	0.4215	0.06280000000000001	0.28668
339	2	0	1	-1	-1	-1	1	0.2625777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.4019	0.0	-0.3804	0.0	0.0	0.479575	0.0	0.4019	0.0	0.0	0.010749999999999982	0.0
340	2	0	1	-1	-1	-1	1	0.13434166666666664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	7	0.0	0.0	0.0	0.0	0.7177	0.1027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08443333333333336	0.14928571428571427
341	2	0	1	-1	-1	-1	1	0.05293846153846153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0.0	0.0	0.0	0.6808	-0.01090000000000002	-0.6249	0.0	0.0	0.09654999999999998	0.0	0.0	0.0	0.0	0.27225	-0.0922
342	2	0	1	-1	-1	-1	1	-0.12535714285714283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6029333333333334	0.0	0.0	0.0	0.0	0.0	0.232825
343	2	0	1	-1	-1	-1	1	0.028214285714285716	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	-0.4039	0.0	0.0	-0.0313875	0.4201	0.0	0.431	0.0	0.0921	0.0	0.0	0.0	0.0	0.0	0.00413
344	2	0	1	-1	-1	-1	1	0.1968952380952381	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0.0	0.4404	0.0	0.3568	0.0	0.0	0.0	0.0	0.10608	0.0	0.2732	0.0	0.7906	0.66645	-0.1589
345	2	0	1	-1	-1	-1	1	0.013576923076923068	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	-0.2144	0.0	0.0	0.1974	0.0	-0.2144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.008500000000000008	0.05311249999999999
346	2	0	1	-1	-1	-1	1	0.05051923076923077	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	13	-0.34	-0.785	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	-0.11315	0.0	-0.5625	-0.056575	0.2827769230769231
347	2	0	1	-1	-1	-1	1	-0.025930769230769223	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.0	-0.296	0.0	0.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09684999999999999
348	2	0	1	-1	-1	-1	1	0.12269444444444447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0.0	0.0	0.0	0.1127	0.0	-0.5423	0.2023	0.2023	0.21605000000000002	0.0	0.3823	0.0	0.2023	0.0	0.4939
349	2	0	1	-1	-1	-1	1	-0.5187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	-0.5187	0.0	0.0	-0.5187	0.0	0.0	0.0	0.0	0.0	0.0
350	3	0	1	-1	-1	-1	1	-0.1245222222222222	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0.0	-0.501	0.0	-0.5423	0.0	0.0	0.0	0.0	0.2144	0.0	0.0	0.0	0.0	-0.52165	0.17903333333333335
351	3	0	1	-1	-1	-1	1	0.4224333333333333	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0.0	0.2997	0.0	0.0	0.6016	0.0	0.4019	0.0	0.29921999999999993	0.0	0.0	0.0	0.7047	0.7047	0.31245
352	3	0	1	-1	-1	-1	1	0.07742941176470587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	4	0.0	0.0	0.0	0.0	0.0	0.249525	0.0	0.0	-0.18366666666666667	0.0	0.0	0.0	0.38325	0.0801	-0.20600000000000002
353	3	0	1	-1	-1	-1	1	0.1070034090909091	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	3	5	1	0	0	2	0	0	0	4	0	3	2	0	1	0	0	0	0	2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	2	1	0	7	3	0	0	32	-0.5267	-0.2787	0.0	0.3158714285714286	0.12925	-0.12788888888888889	0.7693	0.08134999999999999	-0.4366666666666667	0.0	0.2983	0.0	0.26595	-0.009550000000000003	0.13837187499999998
354	3	0	1	-1	-1	-1	1	0.11744166666666662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0.0	0.0	0.0	-0.3369	0.0	0.4019	0.6249	0.0	0.34226666666666666	0.0	0.0	0.0	0.4019	-0.1167	-0.06950000000000003
355	2	0	1	-1	-1	-1	1	0.021749999999999967	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0.0	0.0	0.0	0.0	0.0	0.5448666666666667	0.0	-0.8342	0.09615	-0.008450000000000013	-0.8342	0.0	0.0	0.07467500000000003	-0.06586666666666667
356	3	0	1	-1	-1	-1	1	0.28156875000000003	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0.0	0.258	0.0	0.5065666666666666	0.0	0.0	0.0	0.0	-0.0387	0.836	0.0	0.0	0.1154	0.7598499999999999	0.05103333333333334
357	3	0	1	-1	-1	-1	1	0.039053333333333336	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	17	0.0	-0.5423	0.0	-0.3241	0.3612	0.0	0.8658	0.0	0.1885666666666667	0.0	0.0	0.0	0.148	0.06580000000000001	-0.03584117647058823
358	3	0	1	-1	-1	-1	1	0.3821875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0	0.0	0.0	0.0	0.7876	0.0	0.0	0.0	0.3938	0.0	0.0	0.0	0.0	0.2732	0.21075
359	3	0	1	-1	-1	-1	1	0.3072347826086956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	7	0.0	0.0	0.0	0.8271	0.03403333333333334	0.3182	0.8271	0.0	0.2276166666666667	0.0	0.0	0.0	0.0	0.436175	0.2687857142857143
360	3	0	1	-1	-1	-1	1	0.10326999999999997	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0.0	0.0	0.0	0.0387	0.7282	0.5719	0.0	0.6705	0.167625	0.0	-0.3724	0.0	0.0	0.7282	-0.10779999999999999
361	3	0	1	-1	-1	-1	1	0.09746999999999999	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	5	0.0	-0.3412	0.73395	0.17585	0.0	0.0	0.882	0.0	-0.07082500000000001	0.0	0.0	0.0	0.5859	-0.0683	-0.08808
362	3	0	1	-1	-1	-1	1	0.19750000000000004	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	6	-0.4215	0.0	0.0	0.6557	0.02063333333333332	0.4019	0.0	0.0	0.50065	0.0	0.0	0.0	-0.4215	0.5287999999999999	0.2735166666666667
363	3	0	1	-1	-1	-1	1	0.17375384615384615	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7777	0.0	0.6476	0.0	0.0	0.10180000000000003	0.0649
364	3	0	1	-1	-1	-1	1	0.5778894736842105	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0.6059	0.9475	0.7299	0.0	0.4939	0.0	0.7299	0.0	0.7487625000000001	0.0	0.0	0.0	0.4019	0.24695	-0.3089
365	3	0	1	-1	-1	-1	1	0.24615217391304348	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	8	0.0	0.7906	0.0	0.1965333333333333	0.0	0.0	0.0	0.128	0.2584	0.19440000000000002	0.0	0.0	0.0	0.002699999999999994	0.404275
366	3	0	1	-1	-1	-1	1	-0.04657083333333333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	4	0.0	0.6855	0.0	-0.2955	0.11333333333333334	0.007650000000000018	-0.2955	0.0	-0.19296666666666665	-0.5789	0.0	0.0	-0.14775	-0.13404999999999997	0.038475
367	3	0	1	-1	-1	-1	1	-0.02588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0.0	0.0	0.0	0.0	0.0	-0.6839500000000001	0.0	0.0	-0.23399999999999999	0.4019	0.0	0.0	0.0	-0.20920000000000002	0.34826666666666667
368	3	0	1	-1	-1	-1	1	-0.068228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	13	0.0	0.0	0.0	-0.0249	0.0	-0.3397333333333334	0.6249	0.0	0.0	0.0	0.0	0.0	0.0	-0.24159999999999998	-0.00412307692307691
